,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,建物移轉總面積坪,屋齡,房間數,樓層比
4494,永康區,房地(土地+建物)+車位,住,107,4,透天厝,4,1,0,53.418475,25,9,1.0
4653,安南區,房地(土地+建物)+車位,住,107,5,公寓(5樓含以下無電梯),4,1,150000,40.9222,24,7,0.8
4676,玉井區,房地(土地+建物),商,107,1,透天厝,5,0,0,30.912474999999997,47,6,1.0
4810,新市區,房地(土地+建物),住,107,11,住宅大樓(11層含以上有電梯),4,1,0,46.085874999999994,23,7,0.36363636363636365
4944,學甲區,房地(土地+建物)+車位,住,108,6,套房(1房1廳1衛),4,0,0,14.087425,25,3,0.3333333333333333
4946,新營區,房地(土地+建物),商,107,5,公寓(5樓含以下無電梯),4,0,0,21.1266,28,4,0.8
4960,善化區,房地(土地+建物)+車位,其他,107,8,華廈(10層含以下有電梯),4,0,0,40.356525,24,7,0.5
5069,仁德區,房地(土地+建物)+車位,商,108,9,華廈(10層含以下有電梯),4,1,0,25.5552,24,7,0.8888888888888888
5149,西港區,房地(土地+建物),住,108,5,公寓(5樓含以下無電梯),4,0,0,19.411425,25,4,0.6
5302,麻豆區,房地(土地+建物)+車位,住,107,8,華廈(10層含以下有電梯),4,1,0,32.784949999999995,24,7,0.875
5303,大內區,房地(土地+建物),商,107,2,透天厝,4,0,0,40.72859999999999,27,6,1.0
5462,安平區,房地(土地+建物),商,107,8,華廈(10層含以下有電梯),4,1,0,22.735899999999997,25,6,0.75
5530,歸仁區,房地(土地+建物)+車位,住,107,5,公寓(5樓含以下無電梯),4,0,0,48.297149999999995,25,7,0.8
5537,新營區,房地(土地+建物),其他,107,5,公寓(5樓含以下無電梯),4,1,0,9.634625,25,2,0.4
5640,佳里區,房地(土地+建物),其他,107,3,透天厝,4,0,0,52.61685,2,10,1.0
5659,新營區,房地(土地+建物),其他,107,1,透天厝,5,0,0,21.916125,46,10,1.0
5691,仁德區,房地(土地+建物),商,107,9,華廈(10層含以下有電梯),4,1,0,24.79895,23,5,1.0
5692,歸仁區,房地(土地+建物),住,107,13,套房(1房1廳1衛),4,1,0,9.0992,19,3,0.9230769230769231
5746,西港區,房地(土地+建物)+車位,住,107,7,華廈(10層含以下有電梯),4,1,0,44.2981,22,7,1.0
5818,安平區,房地(土地+建物),商,107,4,透天厝,4,0,0,53.43359999999999,24,8,1.0
5841,安南區,房地(土地+建物)+車位,其他,107,12,住宅大樓(11層含以上有電梯),4,1,0,35.87045,20,7,0.5
6050,歸仁區,房地(土地+建物)+車位,住,107,3,透天厝,4,0,0,60.630075,7,10,1.0
6077,南區,房地(土地+建物),其他,107,1,透天厝,5,0,0,30.240924999999997,46,13,1.0
6093,永康區,房地(土地+建物)+車位,其他,107,7,華廈(10層含以下有電梯),4,0,0,37.531175,24,7,0.2857142857142857
6294,中西區,房地(土地+建物)+車位,其他,107,12,套房(1房1廳1衛),4,1,0,13.388649999999998,24,3,0.75
6298,新市區,房地(土地+建物),商,107,2,透天厝,5,0,0,22.182325,45,5,1.0
6338,北區,房地(土地+建物),其他,107,2,透天厝,5,0,0,23.64945,49,4,1.0
6466,中西區,房地(土地+建物)+車位,其他,107,7,華廈(10層含以下有電梯),4,1,0,38.44775,27,5,0.5714285714285714
6531,仁德區,房地(土地+建物)+車位,住,107,5,公寓(5樓含以下無電梯),4,1,0,31.602175,24,7,0.4
6570,佳里區,房地(土地+建物),商,107,3,透天厝,4,0,0,89.92115,41,10,1.0
6571,佳里區,房地(土地+建物)+車位,商,107,12,住宅大樓(11層含以上有電梯),4,1,0,37.833675,24,7,0.3333333333333333
6815,永康區,房地(土地+建物),其他,107,5,公寓(5樓含以下無電梯),4,0,0,23.331825,24,6,0.2
7348,南區,房地(土地+建物)+車位,住,107,2,透天厝,4,0,0,34.9932,27,10,1.0
7458,柳營區,房地(土地+建物),住,107,7,華廈(10層含以下有電梯),4,0,0,61.229025,22,7,0.14285714285714285
7491,南區,房地(土地+建物),商,107,5,公寓(5樓含以下無電梯),4,1,0,18.2226,29,3,0.8
7735,安平區,房地(土地+建物),其他,107,4,透天厝,4,0,0,60.8146,20,7,1.0
7764,中西區,房地(土地+建物),其他,107,4,公寓(5樓含以下無電梯),4,0,0,29.9959,38,6,0.75
7965,學甲區,房地(土地+建物),商,107,4,透天厝,4,0,0,51.942275,24,10,1.0
8068,安南區,房地(土地+建物),其他,107,9,華廈(10層含以下有電梯),4,0,0,38.299524999999996,22,7,0.5555555555555556
8487,仁德區,房地(土地+建物),其他,106,4,透天厝,4,0,0,72.12204999999999,9,9,1.0
8691,南區,房地(土地+建物),其他,107,5,公寓(5樓含以下無電梯),4,0,0,24.414775,30,5,0.8
8865,新營區,房地(土地+建物)+車位,住,107,5,公寓(5樓含以下無電梯),4,1,0,36.77795,26,7,1.0
8960,東山區,房地(土地+建物),商,107,2,透天厝,4,0,0,27.612199999999998,39,5,1.0
9010,安平區,房地(土地+建物)+車位,住,107,4,透天厝,4,0,0,80.08687499999999,28,13,1.0
9292,麻豆區,房地(土地+建物),住,107,4,公寓(5樓含以下無電梯),4,0,0,31.21195,22,14,0.25
9334,鹽水區,房地(土地+建物),住,107,5,套房(1房1廳1衛),4,0,0,8.527475,23,3,1.0
9715,安南區,房地(土地+建物),商,107,4,透天厝,4,0,0,54.217074999999994,3,10,1.0
9753,善化區,房地(土地+建物),住,107,3,公寓(5樓含以下無電梯),4,0,0,49.392199999999995,25,9,1.0
9779,西港區,房地(土地+建物),商,107,2,透天厝,5,0,0,28.9432,45,6,1.0
9850,安定區,房地(土地+建物),商,107,4,透天厝,4,0,0,75.141,5,11,1.0
9991,佳里區,房地(土地+建物)+車位,住,106,4,透天厝,4,0,0,56.019974999999995,0,10,1.0
10446,歸仁區,房地(土地+建物),商,106,3,透天厝,4,0,0,76.85315,25,11,1.0
10548,東區,房地(土地+建物),其他,106,2,透天厝,5,0,0,42.23505,46,11,1.0
10843,白河區,房地(土地+建物),商,106,3,透天厝,4,0,0,102.356925,29,9,1.0
11565,麻豆區,房地(土地+建物),其他,107,4,公寓(5樓含以下無電梯),4,0,0,34.905475,37,7,1.0
12437,安平區,房地(土地+建物)+車位,商,106,13,套房(1房1廳1衛),4,1,0,18.6098,22,2,0.5384615384615384
12663,歸仁區,房地(土地+建物)+車位,其他,106,8,華廈(10層含以下有電梯),4,1,0,36.877775,23,7,0.25
12998,麻豆區,房地(土地+建物),住,106,12,住宅大樓(11層含以上有電梯),4,0,0,35.522575,20,5,0.4166666666666667
13257,南區,房地(土地+建物)+車位,住,106,5,公寓(5樓含以下無電梯),4,1,0,40.907075,29,7,0.4
13297,楠西區,房地(土地+建物)+車位,住,106,10,華廈(10層含以下有電梯),4,1,0,29.926325000000002,21,6,0.7
13364,北區,房地(土地+建物)+車位,其他,106,9,華廈(10層含以下有電梯),4,1,0,55.523875000000004,25,8,0.3333333333333333
14355,佳里區,房地(土地+建物),商,106,4,公寓(5樓含以下無電梯),4,0,0,35.9249,35,8,0.5
14558,西港區,房地(土地+建物)+車位,住,106,2,透天厝,5,0,0,33.380874999999996,30,7,1.0
14658,歸仁區,房地(土地+建物),其他,106,8,華廈(10層含以下有電梯),4,1,0,36.935249999999996,23,7,0.625
14996,麻豆區,房地(土地+建物)+車位,住,106,11,住宅大樓(11層含以上有電梯),4,0,0,34.276275,19,7,0.36363636363636365
15635,關廟區,房地(土地+建物),商,105,1,透天厝,5,0,0,12.75945,48,8,1.0
15750,善化區,房地(土地+建物),住,106,7,套房(1房1廳1衛),4,1,0,17.880775,1,5,0.2857142857142857
16253,北區,房地(土地+建物)+車位,商,106,5,公寓(5樓含以下無電梯),4,0,0,72.9751,28,9,0.4
16877,六甲區,房地(土地+建物),商,106,4,透天厝,4,0,0,61.416575,40,10,1.0
17245,後壁區,房地(土地+建物),商,110,2,透天厝,5,0,0,29.9959,42,6,1.0
18016,下營區,房地(土地+建物),商,110,3,透天厝,4,0,0,61.123149999999995,27,10,1.0
18147,新化區,房地(土地+建物),住,110,7,公寓(5樓含以下無電梯),4,0,0,38.547575,28,7,0.7142857142857143
18528,東區,房地(土地+建物)+車位,商,110,5,公寓(5樓含以下無電梯),4,0,1000000,41.209574999999994,33,7,0.6
18657,南區,房地(土地+建物),其他,105,7,華廈(10層含以下有電梯),4,1,0,27.663625,35,4,0.8571428571428571
18921,北區,房地(土地+建物),其他,105,5,公寓(5樓含以下無電梯),4,1,0,33.471625,35,7,0.8
19251,新市區,房地(土地+建物)+車位,商,105,8,華廈(10層含以下有電梯),4,1,0,28.876649999999998,21,6,0.75
19449,西港區,房地(土地+建物)+車位,商,105,6,華廈(10層含以下有電梯),4,0,0,35.020424999999996,20,7,1.0
20192,北區,房地(土地+建物)+車位,住,105,12,套房(1房1廳1衛),4,1,0,11.552475,21,2,0.8333333333333334
20743,南區,房地(土地+建物)+車位,其他,105,7,套房(1房1廳1衛),4,1,0,17.832375,23,3,0.5714285714285714
21104,善化區,房地(土地+建物)+車位,住,103,7,套房(1房1廳1衛),4,1,830000,23.888424999999998,-2,4,0.2857142857142857
23433,鹽水區,房地(土地+建物)+車位,住,105,12,住宅大樓(11層含以上有電梯),4,1,0,35.477199999999996,20,7,0.5
23580,善化區,房地(土地+建物),商,105,5,公寓(5樓含以下無電梯),4,0,0,77.279675,22,9,0.4
23694,仁德區,房地(土地+建物)+車位,住,105,10,套房(1房1廳1衛),4,1,0,21.093325,6,3,0.2
23854,柳營區,房地(土地+建物),住,105,7,套房(1房1廳1衛),4,0,0,10.968649999999998,20,2,0.8571428571428571
24753,新市區,房地(土地+建物)+車位,住,104,5,公寓(5樓含以下無電梯),4,0,0,39.799924999999995,18,7,0.6
24873,官田區,房地(土地+建物),商,104,2,透天厝,5,0,0,42.147325,28,5,1.0
25051,新化區,房地(土地+建物),住,104,12,套房(1房1廳1衛),4,1,0,16.283575,22,3,0.8333333333333334
25271,新化區,房地(土地+建物),其他,104,9,華廈(10層含以下有電梯),4,0,0,22.85085,20,4,0.7777777777777778
25497,中西區,房地(土地+建物)+車位,住,104,6,套房(1房1廳1衛),4,1,0,16.2987,25,6,0.8333333333333334
26380,安平區,房地(土地+建物)+車位,其他,104,6,華廈(10層含以下有電梯),4,1,0,30.942725,21,7,0.5
26468,白河區,房地(土地+建物),住,105,2,華廈(10層含以下有電梯),4,0,0,16.232149999999997,24,7,0.5
27099,新化區,房地(土地+建物)+車位,商,104,9,華廈(10層含以下有電梯),4,0,0,40.568275,20,7,0.8888888888888888
27409,中西區,房地(土地+建物)+車位,住,104,4,透天厝,4,0,0,55.475474999999996,22,9,1.0
27862,歸仁區,房地(土地+建物),其他,104,3,透天厝,4,0,0,83.4658,29,11,1.0
28526,新化區,房地(土地+建物),其他,104,2,透天厝,5,0,0,27.724125,39,7,1.0
29741,佳里區,房地(土地+建物),商,104,5,華廈(10層含以下有電梯),4,1,0,24.502499999999998,22,4,0.8
30089,山上區,房地(土地+建物),商,104,2,透天厝,5,0,0,23.652475,50,7,1.0
31071,北區,房地(土地+建物)+車位,商,104,6,華廈(10層含以下有電梯),4,1,0,18.8397,17,2,1.0
32728,玉井區,房地(土地+建物),其他,103,1,透天厝,5,0,0,10.236600000000001,45,7,1.0
33391,柳營區,房地(土地+建物),商,103,4,透天厝,4,0,0,66.05995,0,10,1.0
34059,楠西區,房地(土地+建物),住,103,10,住宅大樓(11層含以上有電梯),4,0,0,7.377975,18,3,0.9
34462,麻豆區,房地(土地+建物)+車位,住,103,3,透天厝,4,0,0,55.723525,24,8,1.0
38803,中西區,房地(土地+建物)+車位,商,103,5,公寓(5樓含以下無電梯),4,0,0,16.64355,23,7,1.0
39025,白河區,房地(土地+建物),其他,103,2,公寓(5樓含以下無電梯),4,1,0,10.073249999999998,22,3,0.5
39303,仁德區,房地(土地+建物),商,103,5,公寓(5樓含以下無電梯),4,0,0,22.599774999999998,22,6,0.6
41018,新市區,房地(土地+建物),住,103,11,公寓(5樓含以下無電梯),4,1,0,22.472725,19,7,0.5454545454545454
41148,白河區,房地(土地+建物),商,103,2,套房(1房1廳1衛),4,0,0,20.4369,22,3,1.0
41865,學甲區,房地(土地+建物)+車位,商,103,12,住宅大樓(11層含以上有電梯),4,1,0,38.977124999999994,19,7,0.5833333333333334
41979,北門區,房地(土地+建物),住,103,2,透天厝,5,0,0,40.2446,32,8,1.0
43329,善化區,房地(土地+建物)+車位,住,102,4,透天厝,4,0,0,54.283624999999994,0,9,1.0
45476,中西區,房地(土地+建物),其他,103,7,華廈(10層含以下有電梯),4,1,0,26.23885,23,4,0.5714285714285714
48194,永康區,房地(土地+建物)+車位,商,102,9,公寓(5樓含以下無電梯),4,1,0,33.904199999999996,20,7,0.5555555555555556
48265,楠西區,房地(土地+建物),住,102,10,公寓(5樓含以下無電梯),4,1,0,7.371925,17,3,1.0
48312,安定區,房地(土地+建物),其他,102,3,透天厝,4,0,0,38.95595,20,8,1.0
48594,新市區,房地(土地+建物),其他,102,2,透天厝,5,0,0,26.241875,28,9,1.0
49033,新市區,房地(土地+建物)+車位,其他,102,8,華廈(10層含以下有電梯),4,1,0,32.606475,16,7,0.375
49123,下營區,房地(土地+建物),其他,102,3,透天厝,4,0,0,52.513999999999996,20,10,1.0
49185,麻豆區,房地(土地+建物),其他,102,3,透天厝,4,0,0,40.368624999999994,20,7,1.0
49900,七股區,房地(土地+建物),住,102,4,透天厝,4,0,0,50.82605,19,10,1.0
50367,鹽水區,房地(土地+建物),其他,102,3,透天厝,4,0,0,75.095625,19,11,1.0
52714,善化區,房地(土地+建物)+車位,商,110,7,華廈(10層含以下有電梯),4,1,0,25.168,5,6,0.8571428571428571
52732,南區,房地(土地+建物)+車位,商,110,14,住宅大樓(11層含以上有電梯),4,1,0,47.97045,5,7,0.14285714285714285
54239,柳營區,建物,住,110,3,透天厝,4,0,0,62.965375,0,10,1.0
54462,關廟區,房地(土地+建物)+車位,住,109,4,華廈(10層含以下有電梯),4,0,0,37.531175,-1,7,0.5
55020,新化區,房地(土地+建物),商,110,7,華廈(10層含以下有電梯),4,1,0,26.196499999999997,0,5,0.2857142857142857
55581,關廟區,房地(土地+建物)+車位,住,110,2,透天厝,5,0,0,17.172925,39,10,1.0
59111,新市區,房地(土地+建物)+車位,住,102,4,透天厝,4,0,0,53.599975,1,11,1.0
59332,柳營區,房地(土地+建物),其他,102,2,透天厝,4,0,0,43.889725,21,9,1.0
59372,新營區,房地(土地+建物)+車位,住,102,4,透天厝,4,0,0,53.07362499999999,18,8,1.0
59695,左鎮區,房地(土地+建物),住,102,2,透天厝,5,0,0,19.602,29,9,1.0
59811,善化區,房地(土地+建物),商,102,8,華廈(10層含以下有電梯),4,1,0,49.65234999999999,14,9,0.125
60313,新營區,房地(土地+建物)+車位,其他,102,8,華廈(10層含以下有電梯),4,1,0,36.175975,16,7,0.5
60457,後壁區,房地(土地+建物),其他,102,3,透天厝,4,0,0,48.935425,15,11,1.0
60992,學甲區,房地(土地+建物),商,101,12,華廈(10層含以下有電梯),4,1,0,27.95705,17,7,0.5
61492,七股區,房地(土地+建物),其他,101,3,透天厝,4,0,0,63.36769999999999,14,9,1.0
63426,安平區,房地(土地+建物),商,101,6,公寓(5樓含以下無電梯),4,0,0,37.9335,16,7,0.6666666666666666
63556,善化區,房地(土地+建物)+車位,其他,101,13,住宅大樓(11層含以上有電梯),4,1,0,42.45285,17,7,0.5384615384615384
63566,安平區,房地(土地+建物)+車位,商,102,12,公寓(5樓含以下無電梯),4,0,0,52.3688,18,6,0.25
64199,麻豆區,房地(土地+建物),商,109,8,華廈(10層含以下有電梯),4,1,0,33.4807,25,7,1.0
64869,麻豆區,房地(土地+建物)+車位,商,109,8,華廈(10層含以下有電梯),4,1,0,37.1228,25,7,0.875
68070,六甲區,房地(土地+建物)+車位,住,108,5,華廈(10層含以下有電梯),4,1,0,28.909924999999998,-1,5,0.6
68135,善化區,建物,住,107,7,華廈(10層含以下有電梯),4,1,1150000,42.29555,-2,6,0.7142857142857143
72183,麻豆區,房地(土地+建物),住,108,12,套房(1房1廳1衛),4,0,0,16.552799999999998,22,3,0.5833333333333334
73320,鹽水區,房地(土地+建物)+車位,住,108,7,套房(1房1廳1衛),4,0,0,30.038249999999998,25,3,0.2857142857142857
76456,關廟區,房地(土地+建物),住,109,5,華廈(10層含以下有電梯),4,1,0,23.91565,-1,5,0.4
81864,東山區,房地(土地+建物)+車位,住,110,5,公寓(5樓含以下無電梯),4,0,0,27.052575,0,6,1.0
84704,關廟區,房地(土地+建物),其他,110,7,華廈(10層含以下有電梯),4,0,0,32.0892,0,7,0.42857142857142855
85520,東山區,房地(土地+建物)+車位,住,110,5,華廈(10層含以下有電梯),4,0,600000,21.6348,0,4,0.4
85609,佳里區,房地(土地+建物)+車位,商,110,6,華廈(10層含以下有電梯),4,0,1000000,58.458124999999995,0,8,0.3333333333333333
85906,東山區,房地(土地+建物),住,111,5,華廈(10層含以下有電梯),4,0,0,27.052575,0,6,0.4
90419,歸仁區,房地(土地+建物)+車位,商,109,15,住宅大樓(11層含以上有電梯),4,0,880000,41.89019999999999,0,7,0.4
92345,安定區,房地(土地+建物)+車位,住,110,6,華廈(10層含以下有電梯),4,0,1700000,33.102575,0,7,0.5
