,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,建物移轉總面積坪,屋齡,房間數,樓層比
566,大同區,房地(土地+建物),其他,105,5,公寓(5樓含以下無電梯),4,0,0,32.2102,36,5,0.6
578,中正區,房地(土地+建物),商,105,15,住宅大樓(11層含以上有電梯),4,1,0,26.6926,7,5,0.5333333333333333
616,萬華區,房地(土地+建物)+車位,其他,105,12,住宅大樓(11層含以上有電梯),4,1,0,39.439949999999996,9,5,0.25
617,萬華區,房地(土地+建物)+車位,住,105,5,公寓(5樓含以下無電梯),4,1,0,31.021375,20,5,1.0
632,信義區,房地(土地+建物)+車位,住,105,7,華廈(10層含以下有電梯),4,1,0,50.4933,25,7,0.8571428571428571
658,萬華區,房地(土地+建物),其他,105,12,住宅大樓(11層含以上有電梯),4,1,0,23.343925,36,5,0.6666666666666666
666,文山區,房地(土地+建物),商,105,5,公寓(5樓含以下無電梯),4,1,0,31.971224999999997,36,7,0.8
669,中山區,房地(土地+建物),商,105,4,公寓(5樓含以下無電梯),4,0,0,26.976950000000002,41,6,0.5
677,松山區,房地(土地+建物),其他,105,19,套房(1房1廳1衛),4,1,0,11.101750000000001,26,3,0.6842105263157895
686,北投區,房地(土地+建物)+車位,商,105,22,住宅大樓(11層含以上有電梯),4,1,0,64.64425,21,8,0.9090909090909091
692,大安區,房地(土地+建物)+車位,住,105,10,華廈(10層含以下有電梯),4,1,0,58.930025,29,6,0.9
694,大安區,房地(土地+建物),商,105,9,華廈(10層含以下有電梯),4,1,0,16.939999999999998,8,3,0.5555555555555556
697,內湖區,房地(土地+建物),商,105,12,套房(1房1廳1衛),4,1,0,10.5633,9,3,0.8333333333333334
718,北投區,房地(土地+建物),住,105,2,透天厝,5,0,0,26.619999999999997,43,12,1.0
721,信義區,房地(土地+建物),商,105,4,公寓(5樓含以下無電梯),4,0,0,26.223724999999998,42,8,1.0
753,中正區,房地(土地+建物)+車位,住,105,5,公寓(5樓含以下無電梯),4,0,0,40.362575,27,5,0.8
782,士林區,房地(土地+建物),商,105,21,住宅大樓(11層含以上有電梯),4,1,0,87.486025,1,3,0.47619047619047616
803,大安區,房地(土地+建物),商,105,12,套房(1房1廳1衛),4,1,0,16.900675,33,3,0.75
804,大安區,房地(土地+建物),住,105,3,透天厝,4,0,0,28.577175,29,9,1.0
814,松山區,房地(土地+建物)+車位,商,105,15,住宅大樓(11層含以上有電梯),1,1,0,74.932275,9,7,0.9333333333333333
833,萬華區,房地(土地+建物)+車位,商,105,13,套房(1房1廳1衛),4,1,0,13.9755,12,3,0.6923076923076923
852,北投區,房地(土地+建物)+車位,其他,105,19,住宅大樓(11層含以上有電梯),4,1,0,48.348575000000004,4,4,0.8421052631578947
853,大安區,房地(土地+建物)+車位,商,105,9,華廈(10層含以下有電梯),4,1,0,32.63975,8,4,0.5555555555555556
856,大同區,房地(土地+建物)+車位,其他,105,13,住宅大樓(11層含以上有電梯),4,1,0,66.08415,3,8,1.0
861,士林區,房地(土地+建物)+車位,住,105,5,公寓(5樓含以下無電梯),4,1,0,60.548399999999994,28,8,0.8
883,北投區,房地(土地+建物),住,105,25,住宅大樓(11層含以上有電梯),4,0,0,25.358575,13,5,0.8
895,松山區,房地(土地+建物),住,105,7,套房(1房1廳1衛),4,1,0,9.265575,37,3,0.2857142857142857
930,南港區,房地(土地+建物)+車位,住,105,6,套房(1房1廳1衛),4,1,0,17.8475,17,3,1.0
953,北投區,房地(土地+建物)+車位,其他,105,12,套房(1房1廳1衛),4,1,0,41.4667,7,3,1.0
961,南港區,房地(土地+建物),住,105,11,住宅大樓(11層含以上有電梯),4,1,0,29.563325,4,7,0.5454545454545454
989,中山區,房地(土地+建物)+車位,住,105,5,套房(1房1廳1衛),4,0,0,9.4622,8,3,1.0
991,中山區,房地(土地+建物)+車位,其他,105,6,華廈(10層含以下有電梯),4,1,2000000,21.601525,0,3,0.3333333333333333
1043,內湖區,房地(土地+建物)+車位,住,105,4,透天厝,4,1,0,107.01844999999999,4,10,1.0
1057,北投區,房地(土地+建物),商,105,7,套房(1房1廳1衛),4,1,0,12.012275,5,4,0.5714285714285714
1092,文山區,房地(土地+建物),其他,105,4,公寓(5樓含以下無電梯),5,0,0,30.864075,46,6,0.5
1107,文山區,房地(土地+建物)+車位,住,105,4,透天厝,4,1,1700000,93.79617499999999,2,7,1.0
1123,北投區,房地(土地+建物)+車位,商,105,7,華廈(10層含以下有電梯),4,0,0,38.620174999999996,2,4,0.2857142857142857
1139,士林區,房地(土地+建物),其他,105,2,透天厝,5,0,0,43.100199999999994,45,12,1.0
1158,信義區,房地(土地+建物)+車位,其他,105,19,套房(1房1廳1衛),4,1,0,25.987775,7,3,0.47368421052631576
1417,士林區,房地(土地+建物)+車位,商,105,15,住宅大樓(11層含以上有電梯),4,1,0,30.76425,8,5,0.7333333333333333
1419,北投區,房地(土地+建物),商,105,10,華廈(10層含以下有電梯),4,1,0,12.67475,8,6,1.0
1456,北投區,房地(土地+建物),商,105,12,住宅大樓(11層含以上有電梯),4,1,0,16.120224999999998,38,4,0.9166666666666666
1551,內湖區,房地(土地+建物),商,105,10,華廈(10層含以下有電梯),4,1,0,32.600425,17,7,0.8
1596,大同區,房地(土地+建物),商,105,10,華廈(10層含以下有電梯),4,1,0,30.903399999999998,21,7,0.2
1612,大安區,房地(土地+建物)+車位,商,105,7,套房(1房1廳1衛),4,1,0,12.3783,8,3,0.8571428571428571
1688,中山區,房地(土地+建物),其他,105,12,住宅大樓(11層含以上有電梯),4,1,0,17.844475,38,4,0.25
1707,松山區,房地(土地+建物),商,105,7,華廈(10層含以下有電梯),4,1,0,40.441224999999996,35,7,0.8571428571428571
1710,士林區,房地(土地+建物),商,105,6,套房(1房1廳1衛),4,1,0,13.173874999999999,22,4,0.3333333333333333
1740,北投區,房地(土地+建物),其他,105,2,透天厝,5,0,0,35.22915,41,8,1.0
1752,內湖區,房地(土地+建物)+車位,其他,105,14,住宅大樓(11層含以上有電梯),4,1,0,54.749475000000004,18,9,0.6428571428571429
1762,文山區,房地(土地+建物),其他,105,7,華廈(10層含以下有電梯),4,1,0,29.291075,9,7,0.5714285714285714
1801,南港區,房地(土地+建物),商,105,18,套房(1房1廳1衛),4,1,0,16.483225,18,3,0.7777777777777778
1816,大同區,房地(土地+建物),其他,105,11,住宅大樓(11層含以上有電梯),4,1,0,12.665674999999998,37,3,0.7272727272727273
1913,內湖區,房地(土地+建物)+車位,商,105,9,華廈(10層含以下有電梯),4,1,0,62.880675,21,8,0.7777777777777778
1955,士林區,房地(土地+建物),其他,105,3,公寓(5樓含以下無電梯),5,0,0,25.531000000000002,46,5,1.0
1996,文山區,房地(土地+建物)+車位,其他,105,7,華廈(10層含以下有電梯),4,1,0,26.483874999999998,9,5,0.42857142857142855
2017,松山區,房地(土地+建物),其他,105,5,公寓(5樓含以下無電梯),4,0,0,37.119775,38,7,0.8
2047,南港區,房地(土地+建物)+車位,商,105,7,華廈(10層含以下有電梯),4,1,0,57.012175,6,7,0.2857142857142857
2119,大同區,房地(土地+建物),住,105,7,華廈(10層含以下有電梯),4,1,0,43.38455,28,7,0.14285714285714285
2120,萬華區,房地(土地+建物),商,105,3,透天厝,5,0,0,33.586574999999996,49,9,1.0
2137,信義區,房地(土地+建物)+車位,商,105,9,華廈(10層含以下有電梯),4,1,0,34.98715,9,4,0.3333333333333333
2181,松山區,房地(土地+建物)+車位,其他,105,17,住宅大樓(11層含以上有電梯),4,1,4000000,52.2841,32,3,1.0
2183,松山區,房地(土地+建物),商,105,4,公寓(5樓含以下無電梯),4,0,0,13.845425,47,4,0.25
2263,信義區,房地(土地+建物),其他,105,19,住宅大樓(11層含以上有電梯),4,1,0,14.426224999999999,7,3,0.2631578947368421
2379,北投區,房地(土地+建物),其他,105,19,住宅大樓(11層含以上有電梯),4,1,0,30.670475,4,5,0.8421052631578947
2513,中正區,房地(土地+建物)+車位,商,105,9,華廈(10層含以下有電梯),4,1,0,27.046525,1,3,0.7777777777777778
2522,萬華區,房地(土地+建物),其他,105,13,套房(1房1廳1衛),4,1,0,22.9658,5,3,0.6923076923076923
2547,松山區,房地(土地+建物)+車位,商,105,7,華廈(10層含以下有電梯),4,0,0,44.047025000000005,35,8,1.0
2548,信義區,房地(土地+建物),其他,105,19,套房(1房1廳1衛),4,1,0,14.656125000000001,7,3,0.15789473684210525
2612,信義區,房地(土地+建物),商,105,7,華廈(10層含以下有電梯),4,1,0,20.2675,36,5,1.0
2614,信義區,房地(土地+建物),其他,105,4,公寓(5樓含以下無電梯),5,0,0,33.583549999999995,46,5,0.25
2695,大同區,房地(土地+建物),住,105,13,住宅大樓(11層含以上有電梯),4,1,0,37.573525,34,7,0.46153846153846156
2863,文山區,房地(土地+建物)+車位,商,105,9,華廈(10層含以下有電梯),4,1,0,44.65505,13,4,0.4444444444444444
2926,中正區,房地(土地+建物)+車位,住,104,8,套房(1房1廳1衛),4,1,0,17.00655,8,3,0.875
3023,信義區,房地(土地+建物),住,104,3,透天厝,5,0,0,32.061975,48,9,1.0
3315,南港區,房地(土地+建物),商,104,4,公寓(5樓含以下無電梯),4,0,0,40.271825,40,9,1.0
3322,中山區,房地(土地+建物),其他,105,7,套房(1房1廳1衛),4,1,0,9.870575,37,2,0.2857142857142857
3501,內湖區,房地(土地+建物),住,104,4,透天厝,4,0,0,89.355475,26,14,1.0
3733,信義區,房地(土地+建物)+車位,其他,105,7,華廈(10層含以下有電梯),4,1,0,52.873974999999994,18,7,0.14285714285714285
3931,北投區,房地(土地+建物)+車位,其他,105,9,華廈(10層含以下有電梯),4,1,0,67.043075,28,8,0.5555555555555556
