,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,建物移轉總面積坪,屋齡,房間數,樓層比
649,中壢區,房地(土地+建物),商,108,9,華廈(10層含以下有電梯),4,1,0,27.624299999999998,25,7,1.0
705,龜山區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,39.12535,39,8,0.4
706,龜山區,房地(土地+建物),商,108,17,住宅大樓(11層含以上有電梯),4,1,0,29.136799999999997,23,6,0.4117647058823529
712,新屋區,房地(土地+建物),住,108,2,透天厝,5,0,0,41.0795,40,7,1.0
724,桃園區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,1,0,45.338699999999996,28,7,0.8
736,桃園區,房地(土地+建物)+車位,住,108,5,透天厝,4,1,0,70.664,21,12,1.0
808,大溪區,房地(土地+建物),其他,108,3,公寓(5樓含以下無電梯),5,0,0,28.637674999999998,39,7,1.0
813,蘆竹區,房地(土地+建物),其他,108,15,住宅大樓(11層含以上有電梯),4,1,0,26.862,13,5,0.2
817,蘆竹區,房地(土地+建物)+車位,其他,108,14,住宅大樓(11層含以上有電梯),4,1,0,47.09925,14,7,0.7857142857142857
824,平鎮區,房地(土地+建物)+車位,住,108,4,透天厝,4,0,0,70.46737499999999,28,10,1.0
839,平鎮區,房地(土地+建物),商,108,2,透天厝,5,0,0,56.8095,39,12,1.0
861,龜山區,房地(土地+建物)+車位,住,108,4,公寓(5樓含以下無電梯),4,0,0,53.061524999999996,25,7,0.5
871,八德區,房地(土地+建物),住,108,6,華廈(10層含以下有電梯),4,0,0,34.9448,25,7,0.16666666666666666
890,龍潭區,房地(土地+建物),住,108,5,套房(1房1廳1衛),4,1,0,11.207624999999998,28,3,1.0
1015,蘆竹區,房地(土地+建物),其他,108,8,華廈(10層含以下有電梯),4,1,0,24.296799999999998,24,5,0.25
1059,桃園區,房地(土地+建物)+車位,其他,108,13,住宅大樓(11層含以上有電梯),4,1,1500000,34.06755,14,5,1.0
1081,八德區,房地(土地+建物),商,108,2,透天厝,5,0,0,32.9846,46,9,1.0
1265,八德區,房地(土地+建物),其他,108,7,華廈(10層含以下有電梯),4,1,0,26.889225,26,4,0.5714285714285714
1371,觀音區,房地(土地+建物)+車位,住,108,4,透天厝,4,0,0,57.127125,13,14,1.0
1373,中壢區,房地(土地+建物)+車位,其他,108,14,住宅大樓(11層含以上有電梯),4,1,0,42.365125,15,7,0.35714285714285715
1456,蘆竹區,房地(土地+建物),住,108,5,公寓(5樓含以下無電梯),4,0,0,43.91392499999999,38,7,0.6
1488,楊梅區,房地(土地+建物)+車位,商,108,15,住宅大樓(11層含以上有電梯),4,1,0,37.742925,3,6,0.4
1494,大園區,房地(土地+建物),住,108,12,住宅大樓(11層含以上有電梯),4,1,0,33.12375,13,4,0.75
1497,八德區,房地(土地+建物),住,108,6,套房(1房1廳1衛),4,0,0,12.3904,25,3,0.3333333333333333
1524,中壢區,房地(土地+建物),商,108,4,透天厝,4,0,0,67.881,25,11,1.0
1555,平鎮區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,1,0,67.1308,28,10,0.6
1568,中壢區,房地(土地+建物)+車位,住,108,2,透天厝,4,0,0,41.84785,32,9,1.0
1721,桃園區,房地(土地+建物)+車位,商,108,9,套房(1房1廳1衛),4,1,0,27.73925,16,3,0.5555555555555556
1787,中壢區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,30.231849999999998,37,6,1.0
1806,平鎮區,房地(土地+建物)+車位,商,108,5,公寓(5樓含以下無電梯),4,0,0,38.983175,24,7,0.6
1807,平鎮區,房地(土地+建物),商,108,6,華廈(10層含以下有電梯),4,0,0,45.5565,25,8,0.16666666666666666
1810,大園區,房地(土地+建物)+車位,住,108,7,套房(1房1廳1衛),4,1,0,23.428625,12,3,0.2857142857142857
1846,大溪區,房地(土地+建物)+車位,住,108,9,華廈(10層含以下有電梯),4,1,0,55.297000000000004,22,7,0.6666666666666666
1880,中壢區,房地(土地+建物),其他,108,1,透天厝,5,0,0,13.691149999999999,46,4,1.0
1952,八德區,房地(土地+建物)+車位,其他,108,23,住宅大樓(11層含以上有電梯),4,1,0,47.19605,4,7,0.34782608695652173
1984,龜山區,房地(土地+建物),商,108,2,透天厝,5,0,0,27.960075,48,5,1.0
2088,蘆竹區,房地(土地+建物),住,108,3,透天厝,4,0,0,50.989399999999996,32,9,1.0
2101,楊梅區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,0,0,30.89735,26,6,1.0
2104,大溪區,房地(土地+建物),商,108,2,透天厝,5,0,0,25.915175,40,7,1.0
2105,大溪區,房地(土地+建物),住,108,3,公寓(5樓含以下無電梯),5,0,0,19.505200000000002,41,6,0.3333333333333333
2124,八德區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,1,0,62.051824999999994,30,8,0.4
2139,楊梅區,房地(土地+建物),其他,108,9,華廈(10層含以下有電梯),4,1,0,39.600274999999996,25,7,0.8888888888888888
2231,中壢區,房地(土地+建物),其他,108,12,住宅大樓(11層含以上有電梯),4,1,0,28.767749999999996,26,7,0.75
2289,新屋區,房地(土地+建物),住,108,8,華廈(10層含以下有電梯),4,1,0,35.286625,26,7,0.375
2351,桃園區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,27.702949999999998,30,12,1.0
2370,中壢區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,1,0,31.184725,27,4,0.8
2379,觀音區,房地(土地+建物),住,108,7,華廈(10層含以下有電梯),4,1,0,35.5135,26,5,0.5714285714285714
2383,蘆竹區,房地(土地+建物),商,108,16,套房(1房1廳1衛),4,1,0,12.272425,23,3,0.3125
2399,蘆竹區,房地(土地+建物)+車位,商,108,16,套房(1房1廳1衛),4,1,1100000,21.2839,23,3,0.25
2453,中壢區,房地(土地+建物),其他,108,6,華廈(10層含以下有電梯),4,1,0,19.662499999999998,22,4,0.5
2549,楊梅區,房地(土地+建物),商,108,2,透天厝,5,0,0,38.7563,30,12,1.0
2555,龜山區,房地(土地+建物),商,108,9,華廈(10層含以下有電梯),4,1,0,32.437075,24,7,0.5555555555555556
2670,八德區,房地(土地+建物),商,108,15,套房(1房1廳1衛),4,1,0,25.1801,12,3,0.4666666666666667
2779,桃園區,房地(土地+建物),其他,108,7,華廈(10層含以下有電梯),4,1,0,30.7703,33,6,0.7142857142857143
2866,龍潭區,房地(土地+建物)+車位,其他,108,10,華廈(10層含以下有電梯),4,1,0,57.5597,21,7,0.8
2874,平鎮區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,23.2441,24,6,1.0
2998,龍潭區,房地(土地+建物)+車位,住,108,5,公寓(5樓含以下無電梯),4,0,0,14.04205,20,2,0.6
3010,平鎮區,房地(土地+建物),其他,108,2,透天厝,5,0,0,28.462225,28,8,1.0
3399,龜山區,房地(土地+建物)+車位,住,107,8,套房(1房1廳1衛),4,1,700000,22.17325,-1,3,0.5
3444,大園區,房地(土地+建物),住,108,5,華廈(10層含以下有電梯),4,0,0,24.922975,23,7,0.6
3633,桃園區,房地(土地+建物)+車位,其他,108,9,華廈(10層含以下有電梯),4,1,0,61.11105,28,8,0.4444444444444444
3699,平鎮區,房地(土地+建物),其他,108,15,住宅大樓(11層含以上有電梯),4,1,0,29.297124999999998,8,4,1.0
3834,龍潭區,房地(土地+建物),其他,108,14,住宅大樓(11層含以上有電梯),4,1,0,12.456949999999999,21,3,0.42857142857142855
3935,觀音區,房地(土地+建物),商,108,5,套房(1房1廳1衛),4,0,0,17.2788,0,3,0.8
4140,大園區,房地(土地+建物),住,108,10,套房(1房1廳1衛),4,1,0,16.694975,5,3,0.8
4175,龍潭區,房地(土地+建物),商,108,8,套房(1房1廳1衛),4,0,0,12.641475,22,3,0.25
4201,大園區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,30.564600000000002,22,5,0.6
4377,龍潭區,房地(土地+建物),商,108,11,住宅大樓(11層含以上有電梯),4,0,0,27.0072,14,6,0.36363636363636365
4494,八德區,房地(土地+建物),其他,108,23,住宅大樓(11層含以上有電梯),4,1,0,20.67285,4,6,0.8695652173913043
4623,楊梅區,房地(土地+建物),商,108,9,華廈(10層含以下有電梯),4,1,0,32.809149999999995,25,6,0.7777777777777778
4624,觀音區,房地(土地+建物),商,108,6,華廈(10層含以下有電梯),4,0,0,37.6794,24,7,1.0
4629,龜山區,房地(土地+建物)+車位,商,108,12,套房(1房1廳1衛),4,1,0,24.60535,13,3,0.16666666666666666
4779,新屋區,房地(土地+建物),其他,107,2,透天厝,5,0,0,29.8023,38,7,1.0
4780,蘆竹區,房地(土地+建物),商,107,3,透天厝,5,0,0,30.979024999999996,32,11,1.0
4878,龜山區,房地(土地+建物)+車位,其他,107,6,華廈(10層含以下有電梯),4,1,1300000,47.289825,12,7,0.3333333333333333
4890,龜山區,房地(土地+建物)+車位,住,108,4,透天厝,4,1,0,73.310875,27,11,1.0
5267,平鎮區,房地(土地+建物),商,108,13,套房(1房1廳1衛),4,0,0,12.272425,12,3,0.8461538461538461
5429,八德區,房地(土地+建物),商,107,16,住宅大樓(11層含以上有電梯),4,1,0,39.812025000000006,3,7,0.875
5625,平鎮區,房地(土地+建物),其他,108,5,公寓(5樓含以下無電梯),4,0,0,34.512225,25,7,0.8
5626,平鎮區,房地(土地+建物)+車位,商,108,10,華廈(10層含以下有電梯),4,1,0,37.990975,6,5,0.8
5706,楊梅區,房地(土地+建物)+車位,住,108,4,透天厝,4,0,0,61.25625,24,11,1.0
5909,蘆竹區,房地(土地+建物),商,108,5,公寓(5樓含以下無電梯),4,0,0,29.8386,38,5,0.6
5963,中壢區,房地(土地+建物),其他,108,5,公寓(5樓含以下無電梯),4,0,0,29.115624999999998,32,6,0.4
6139,龍潭區,房地(土地+建物),商,108,4,透天厝,4,0,0,80.268375,24,11,1.0
6143,楊梅區,房地(土地+建物)+車位,其他,108,14,住宅大樓(11層含以上有電梯),4,1,0,41.270075,5,5,0.9285714285714286
6227,八德區,房地(土地+建物)+車位,住,108,15,套房(1房1廳1衛),4,1,1000000,25.458399999999997,11,3,0.8666666666666667
6297,觀音區,房地(土地+建物),其他,108,5,公寓(5樓含以下無電梯),4,0,0,29.4514,11,7,1.0
