,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,房間數,建物移轉總面積坪,每坪價格,屋齡,車位,樓層比
87618,西區,房地(土地+建物),商,5,1,透天厝,5,0,0.0,6,19.284375,23.33495381623724,53,0,1.0
88874,大里區,房地(土地+建物),商,5,1,透天厝,5,0,0.0,5,18.782225,31.94509702657699,45,0,1.0
92871,北區,房地(土地+建物),其他,5,14,套房(1房1廳1衛),4,0,0.0,3,19.843999999999998,21.669018343075994,11,0,0.7142857142857143
93347,龍井區,房地(土地+建物)+車位,商,5,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,41.602824999999996,10.816573153385619,22,1,0.9230769230769231
93823,潭子區,房地(土地+建物),商,5,7,華廈(10層含以下有電梯),4,1,0.0,6,30.927599999999998,14.550110580840416,25,0,0.7142857142857143
94189,大雅區,房地(土地+建物),商,5,2,透天厝,5,0,0.0,5,34.7875,30.183255479698165,47,0,1.0
94906,后里區,房地(土地+建物),住,4,3,公寓(5樓含以下無電梯),4,0,0.0,6,7.4052,42.5376762275158,22,0,1.0
96743,大雅區,房地(土地+建物),商,5,10,華廈(10層含以下有電梯),4,1,0.0,7,46.3672,11.538328818647665,21,0,0.4
99295,太平區,房地(土地+建物),商,5,7,華廈(10層含以下有電梯),4,1,0.0,7,32.2828,13.474667624865253,26,0,0.14285714285714285
100509,潭子區,房地(土地+建物),商,5,13,套房(1房1廳1衛),4,1,0.0,2,6.591475,11.378333377582408,24,0,0.7692307692307693
102665,太平區,房地(土地+建物)+車位,住,4,5,公寓(5樓含以下無電梯),4,0,0.0,7,38.886375,10.029219745990723,25,1,0.2
102760,東勢區,房地(土地+建物),商,5,7,華廈(10層含以下有電梯),4,1,0.0,6,26.88015,11.16065200529015,20,0,0.2857142857142857
112517,龍井區,房地(土地+建物),商,9,4,透天厝,4,0,0.0,8,65.79375,18.23881447705899,6,0,1.0
113114,太平區,房地(土地+建物),商,9,5,公寓(5樓含以下無電梯),4,0,0.0,5,34.911525,11.027876897385607,36,0,1.0
117956,烏日區,房地(土地+建物),商,9,2,透天厝,5,0,0.0,8,29.753899999999998,24.198508430827555,46,0,1.0
118884,大甲區,房地(土地+建物),商,9,10,華廈(10層含以下有電梯),4,1,0.0,7,45.680524999999996,12.915788511625031,27,0,0.7
118998,龍井區,房地(土地+建物)+車位,商,9,9,華廈(10層含以下有電梯),4,1,0.0,5,29.632899999999996,15.860749369788312,9,1,1.0
123138,南區,房地(土地+建物),其他,4,2,透天厝,4,0,0.0,9,27.769499999999997,33.670033670033675,41,0,1.0
127127,大肚區,房地(土地+建物),住,4,7,華廈(10層含以下有電梯),4,1,0.0,6,23.7039,10.757723412602989,23,0,0.7142857142857143
129678,北屯區,房地(土地+建物),其他,4,5,公寓(5樓含以下無電梯),4,0,0.0,7,30.758200000000002,12.289405751962077,32,0,0.8
129927,清水區,房地(土地+建物),其他,4,4,透天厝,4,1,0.0,9,54.513525,15.372331912126395,0,0,1.0
130270,沙鹿區,房地(土地+建物),其他,4,5,套房(1房1廳1衛),4,1,0.0,2,6.0348749999999995,12.924874168893309,9,0,1.0
132481,西屯區,房地(土地+建物)+車位,商,4,5,公寓(5樓含以下無電梯),4,0,0.0,7,39.076950000000004,16.24998880414157,28,1,0.6
132575,中區,房地(土地+建物),其他,4,5,華廈(10層含以下有電梯),4,1,0.0,6,23.17755,12.943559608327886,33,0,1.0
132676,后里區,房地(土地+建物),商,4,3,透天厝,5,0,0.0,9,56.9063,29.52221458784001,38,0,1.0
140781,霧峰區,房地(土地+建物)+車位,商,4,9,華廈(10層含以下有電梯),4,1,0.0,7,44.2981,12.415882396761939,17,1,0.6666666666666666
141046,霧峰區,房地(土地+建物),住,4,5,公寓(5樓含以下無電梯),4,0,0.0,7,34.72095,10.368379897439441,23,0,0.8
141568,大肚區,房地(土地+建物)+車位,住,4,6,華廈(10層含以下有電梯),4,0,0.0,6,24.0306,12.06794670128919,22,1,1.0
145083,西屯區,房地(土地+建物)+車位,住,4,3,透天厝,4,0,0.0,6,52.783225,12.50397261629997,29,1,1.0
150379,北區,房地(土地+建物)+車位,其他,4,14,套房(1房1廳1衛),4,1,0.0,3,26.302375,23.03974450976385,10,1,0.42857142857142855
152114,北區,房地(土地+建物),其他,4,2,透天厝,5,0,0.0,8,31.965175,20.272061704652018,46,0,1.0
152712,南屯區,房地(土地+建物)+車位,其他,4,7,華廈(10層含以下有電梯),4,0,0.0,7,38.353975,10.11629172725904,24,1,0.8571428571428571
154048,大肚區,房地(土地+建物)+車位,住,4,3,透天厝,4,0,0.0,9,38.208775,11.777399301600221,22,1,1.0
156455,沙鹿區,房地(土地+建物)+車位,住,4,8,透天厝,4,0,0.0,7,41.088575000000006,11.92545616390931,12,1,1.0
165105,龍井區,房地(土地+建物)+車位,其他,3,10,華廈(10層含以下有電梯),4,1,0.0,7,55.3817,12.278424100379727,23,1,0.4
166164,南屯區,房地(土地+建物)+車位,商,3,12,套房(1房1廳1衛),4,1,0.0,3,10.929325,25.802142401291935,21,1,1.0
174152,霧峰區,房地(土地+建物)+車位,住,3,4,透天厝,4,1,0.0,9,63.413075,12.773390976545452,25,1,1.0
175531,西屯區,房地(土地+建物),商,3,2,透天厝,5,0,0.0,9,25.8214,42.6003237624606,42,0,1.0
176479,中區,房地(土地+建物),住,3,2,透天厝,5,0,0.0,7,11.240899999999998,12.671583236217742,52,0,1.0
176611,東區,房地(土地+建物)+車位,住,3,3,透天厝,4,1,0.0,9,54.035574999999994,19.76475682918152,26,1,1.0
178628,沙鹿區,房地(土地+建物),其他,3,2,透天厝,5,0,0.0,9,28.253500000000003,14.15753800414108,35,0,1.0
183786,潭子區,房地(土地+建物),其他,3,5,公寓(5樓含以下無電梯),4,0,0.0,6,24.87155,15.218191065695544,30,0,0.4
186063,霧峰區,房地(土地+建物),其他,3,2,透天厝,5,0,0.0,8,26.976950000000002,15.568846737677905,37,0,1.0
189095,龍井區,房地(土地+建物),其他,3,5,套房(1房1廳1衛),4,0,0.0,2,7.99205,11.38631515068099,26,0,0.8
190455,大雅區,房地(土地+建物),其他,3,10,華廈(10層含以下有電梯),4,1,0.0,7,66.39874999999999,12.69602213897099,19,0,0.9
202883,西屯區,房地(土地+建物),其他,2,2,透天厝,5,0,0.0,5,42.31975,31.89999940925927,31,0,1.0
203201,西區,房地(土地+建物)+車位,商,2,7,套房(1房1廳1衛),4,0,0.0,3,15.25205,12.785166584164095,20,1,1.0
204624,中區,房地(土地+建物),其他,2,16,住宅大樓(11層含以上有電梯),4,1,0.0,3,12.7897,12.27550294377507,21,0,0.625
205361,東區,房地(土地+建物),其他,2,5,公寓(5樓含以下無電梯),4,0,0.0,7,26.0997,12.64382349222405,31,0,1.0
210527,北屯區,房地(土地+建物)+車位,商,2,15,公寓(5樓含以下無電梯),4,1,115.0,7,55.021724999999996,16.248127444204993,0,1,0.4
214580,中區,房地(土地+建物),其他,3,12,套房(1房1廳1衛),4,1,0.0,2,9.98855,10.211692387784012,33,0,0.5
215158,神岡區,房地(土地+建物),商,3,6,住宅大樓(11層含以上有電梯),4,1,0.0,5,25.29505,13.046030745145789,22,0,0.8333333333333334
216412,神岡區,房地(土地+建物),其他,2,7,華廈(10層含以下有電梯),4,1,0.0,7,52.880024999999996,10.968224769182694,15,0,0.8571428571428571
217546,大里區,房地(土地+建物)+車位,商,2,15,住宅大樓(11層含以上有電梯),4,1,0.0,6,30.053375,12.311429248794854,22,1,0.06666666666666667
221607,大雅區,房地(土地+建物)+車位,住,2,6,套房(1房1廳1衛),4,1,0.0,3,24.118325000000002,10.987496022215472,20,1,1.0
224523,大里區,房地(土地+建物),其他,2,2,公寓(5樓含以下無電梯),5,0,0.0,3,33.483725,16.425890488588113,38,0,0.5
226500,南區,房地(土地+建物),商,2,4,透天厝,4,0,0.0,9,71.62595,17.451775508736706,27,0,1.0
229562,大肚區,房地(土地+建物)+車位,住,9,5,公寓(5樓含以下無電梯),4,0,0.0,8,42.576875,10.099379064339503,24,1,0.8
241223,外埔區,房地(土地+建物),住,9,8,華廈(10層含以下有電梯),4,1,0.0,7,36.587375,10.249437135077331,27,0,0.375
242182,東區,房地(土地+建物),其他,2,13,住宅大樓(11層含以上有電梯),4,1,0.0,6,31.862325,14.594038570631616,20,0,0.46153846153846156
243272,東區,房地(土地+建物),商,2,1,透天厝,5,0,0.0,4,11.050325,44.34258720897349,63,0,1.0
243685,豐原區,房地(土地+建物),其他,2,10,套房(1房1廳1衛),4,1,0.0,3,9.743525,15.702735919495254,19,0,0.8
249039,豐原區,房地(土地+建物),其他,2,11,住宅大樓(11層含以上有電梯),4,1,0.0,6,46.981275,14.048150034242367,7,0,0.5454545454545454
252218,豐原區,房地(土地+建物),其他,2,9,華廈(10層含以下有電梯),4,1,0.0,6,34.55155,12.300461194939157,20,0,1.0
254048,東勢區,房地(土地+建物)+車位,住,2,8,華廈(10層含以下有電梯),4,1,0.0,5,22.242825,10.34041314446344,19,1,0.5
259711,烏日區,房地(土地+建物)+車位,住,2,3,透天厝,4,1,0.0,9,62.678,26.61220843039025,10,1,1.0
259894,東區,房地(土地+建物)+車位,其他,2,5,公寓(5樓含以下無電梯),4,1,0.0,7,40.26275,11.673320873512118,21,1,1.0
263254,神岡區,房地(土地+建物),商,2,2,透天厝,5,0,0.0,8,38.77445,30.952341039008935,50,0,1.0
264295,大甲區,房地(土地+建物),住,2,12,套房(1房1廳1衛),4,0,0.0,2,9.48035,10.54813377143249,19,0,0.3333333333333333
267446,后里區,房地(土地+建物)+車位,住,2,4,透天厝,4,1,0.0,8,59.274874999999994,13.108420726319542,12,1,1.0
273482,中區,房地(土地+建物)+車位,住,1,7,套房(1房1廳1衛),4,1,0.0,3,15.324649999999998,12.920360334493774,28,1,1.0
277643,潭子區,房地(土地+建物),其他,1,14,住宅大樓(11層含以上有電梯),4,1,0.0,7,35.271499999999996,14.742780998823415,12,0,0.07142857142857142
284067,后里區,房地(土地+建物),商,2,7,華廈(10層含以下有電梯),4,0,0.0,7,39.076950000000004,10.543299822529649,16,0,0.42857142857142855
285012,大雅區,房地(土地+建物)+車位,其他,1,12,住宅大樓(11層含以上有電梯),4,0,0.0,7,33.82555,13.894822109322687,18,1,0.5833333333333334
287778,龍井區,房地(土地+建物),其他,1,4,透天厝,4,0,0.0,9,49.4285,10.520246416541065,19,0,1.0
288792,潭子區,房地(土地+建物)+車位,其他,1,25,住宅大樓(11層含以上有電梯),4,1,0.0,7,46.920775000000006,10.549697868374935,19,1,0.56
291092,大甲區,房地(土地+建物),商,1,4,透天厝,5,0,0.0,7,28.0841,11.750421056754535,62,0,1.0
294327,沙鹿區,房地(土地+建物),商,1,10,套房(1房1廳1衛),4,1,0.0,3,15.10685,10.59122186292973,14,0,0.7
299332,大肚區,房地(土地+建物),其他,1,3,透天厝,4,0,0.0,9,44.379775,13.51967196769249,22,0,1.0
302465,大雅區,房地(土地+建物),其他,1,2,透天厝,5,0,0.0,7,26.983,10.56220583330245,35,0,1.0
302918,大肚區,房地(土地+建物),其他,1,3,公寓(5樓含以下無電梯),4,0,0.0,7,25.292025,10.675301799677962,33,0,1.0
303252,太平區,房地(土地+建物),其他,1,10,套房(1房1廳1衛),4,1,0.0,3,5.212075,12.471040804286202,14,0,1.0
305272,新社區,房地(土地+建物),其他,1,3,透天厝,4,0,0.0,6,43.9835,10.685825366330556,20,0,1.0
306604,南區,房地(土地+建物)+車位,其他,1,9,華廈(10層含以下有電梯),4,1,0.0,7,37.234725,14.234024824944996,15,1,0.8888888888888888
324677,清水區,房地(土地+建物)+車位,商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,4,33.61985,13.979836316937762,1,1,0.2
324710,烏日區,房地(土地+建物)+車位,住,9,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,39.491375000000005,19.244708496475493,5,1,0.21428571428571427
324713,烏日區,房地(土地+建物)+車位,商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,7,45.550450000000005,24.280770003369888,0,1,0.3333333333333333
324997,中區,房地(土地+建物)+車位,商,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,5,44.515899999999995,23.13780020172568,6,1,0.9166666666666666
325045,烏日區,房地(土地+建物)+車位,住,9,7,華廈(10層含以下有電梯),4,1,0.0,7,40.94035,17.781968156110047,27,1,0.7142857142857143
325071,大里區,房地(土地+建物),住,9,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,27.95705,23.249949476071333,29,0,0.9230769230769231
325113,清水區,房地(土地+建物),商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,4,25.60965,17.96197917581849,0,0,0.26666666666666666
325140,太平區,房地(土地+建物)+車位,商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,8,65.01935,24.915659722836356,4,1,0.4
325673,太平區,房地(土地+建物),商,9,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,31.6899,23.03573062710832,7,0,0.7142857142857143
326328,烏日區,房地(土地+建物),商,6,14,住宅大樓(11層含以上有電梯),4,1,0.0,3,17.87775,26.177790829382893,-3,0,0.14285714285714285
326777,大里區,房地(土地+建物),商,9,10,華廈(10層含以下有電梯),4,1,0.0,6,25.22245,23.43150645555844,16,0,0.5
327578,大里區,房地(土地+建物)+車位,商,9,10,華廈(10層含以下有電梯),4,1,0.0,6,35.256375,20.989111898202808,16,1,0.9
327676,霧峰區,房地(土地+建物)+車位,商,9,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,44.26785,20.330781820214895,17,1,0.38461538461538464
327975,豐原區,房地(土地+建物)+車位,住,9,3,透天厝,4,0,0.0,9,53.079674999999995,24.265408557983825,34,1,1.0
328009,大里區,房地(土地+建物),商,9,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,28.120399999999997,24.89296027083541,11,0,0.5
329081,大里區,房地(土地+建物)+車位,住,9,8,公寓(5樓含以下無電梯),4,0,0.0,7,38.305575,17.751985187534714,26,1,0.875
329167,霧峰區,房地(土地+建物),商,9,10,華廈(10層含以下有電梯),4,1,0.0,8,44.12265,15.003631921473438,6,0,0.3
329196,大甲區,房地(土地+建物)+車位,住,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,33.3839,13.18000593100267,26,1,0.6666666666666666
330532,梧棲區,房地(土地+建物)+車位,住,9,5,公寓(5樓含以下無電梯),4,1,0.0,7,51.7759,13.036953486081362,24,1,0.6
330760,南屯區,房地(土地+建物)+車位,商,7,24,公寓(5樓含以下無電梯),4,1,165.0,5,31.184725,33.830665494084045,-2,1,0.7916666666666666
331527,霧峰區,房地(土地+建物),住,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,8,43.39362499999999,10.831084059006365,26,0,0.5833333333333334
331620,清水區,房地(土地+建物),商,9,3,透天厝,4,0,0.0,9,56.110725,13.901085754996036,30,0,1.0
331694,新社區,房地(土地+建物)+車位,住,9,5,華廈(10層含以下有電梯),4,0,0.0,7,36.69325,23.16502353975186,1,1,0.6
332482,霧峰區,房地(土地+建物),商,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,4,28.0236,12.8463152485762,27,0,0.6666666666666666
332530,東勢區,房地(土地+建物)+車位,商,10,10,華廈(10層含以下有電梯),4,1,0.0,7,49.253049999999995,18.272980048951286,4,1,0.3
333482,烏日區,房地(土地+建物),住,9,14,住宅大樓(11層含以上有電梯),4,1,0.0,5,30.304450000000003,21.11901057435459,6,0,0.14285714285714285
333807,霧峰區,房地(土地+建物),商,9,5,公寓(5樓含以下無電梯),4,0,0.0,6,20.5216,18.61453297988461,38,0,0.4
334977,大雅區,房地(土地+建物)+車位,住,10,7,公寓(5樓含以下無電梯),4,1,0.0,7,33.725725,16.75279034031144,27,1,0.5714285714285714
337182,太平區,建物,住,9,4,透天厝,4,0,0.0,7,48.53915,20.601926486145718,34,0,1.0
337420,北區,房地(土地+建物)+車位,商,9,3,透天厝,4,0,0.0,9,74.64489999999999,27.447287088602174,50,1,1.0
338409,中區,房地(土地+建物)+車位,商,10,7,華廈(10層含以下有電梯),4,1,0.0,3,15.324649999999998,14.355955927215305,37,1,1.0
352926,潭子區,房地(土地+建物)+車位,其他,1,8,華廈(10層含以下有電梯),4,1,0.0,7,40.229475,10.191532452262924,20,1,0.625
358731,太平區,房地(土地+建物),其他,1,3,公寓(5樓含以下無電梯),4,0,0.0,7,23.673650000000002,10.982674830454956,34,0,0.3333333333333333
359430,大甲區,房地(土地+建物),其他,1,1,透天厝,5,0,0.0,6,34.7633,20.136178095865468,29,0,1.0
361312,北屯區,房地(土地+建物)+車位,其他,1,2,透天厝,4,0,0.0,8,36.98365,21.09040075817287,31,1,1.0
361719,外埔區,房地(土地+建物),其他,1,3,透天厝,4,0,0.0,9,47.795,10.77518568887959,1,0,1.0
380230,大安區,房地(土地+建物),住,8,2,透天厝,5,0,0.0,7,36.956425,16.332748635724368,31,0,1.0
391784,沙鹿區,房地(土地+建物),商,9,11,公寓(5樓含以下無電梯),4,1,0.0,6,18.3073,22.395437885433676,23,0,0.09090909090909091
393491,西屯區,建物,住,8,12,住宅大樓(11層含以上有電梯),4,1,0.0,5,35.2836,13.604054008094412,24,1,0.08333333333333333
394507,后里區,房地(土地+建物)+車位,商,8,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,56.16215,20.47642406852302,3,1,0.75
395509,南區,房地(土地+建物)+車位,商,8,10,華廈(10層含以下有電梯),4,1,0.0,9,39.42785,18.895273264963727,25,1,0.5
396065,清水區,房地(土地+建物)+車位,商,8,15,公寓(5樓含以下無電梯),4,0,131.0,7,45.045275,15.51772078203541,0,2,0.5333333333333333
396151,大甲區,房地(土地+建物)+車位,住,8,3,透天厝,4,0,0.0,9,93.0611,18.804849717013877,5,1,1.0
397955,潭子區,房地(土地+建物)+車位,住,8,4,透天厝,4,1,0.0,9,67.94754999999999,19.39731454629343,29,1,1.0
401522,大里區,房地(土地+建物)+車位,商,8,15,公寓(5樓含以下無電梯),4,0,80.0,7,43.684025,21.953105282766412,6,1,0.9333333333333333
403243,西區,房地(土地+建物)+車位,商,8,9,公寓(5樓含以下無電梯),4,0,0.0,4,52.272,23.683807774716865,0,2,1.0
432285,潭子區,房地(土地+建物)+車位,商,8,6,華廈(10層含以下有電梯),4,1,0.0,7,41.448550000000004,15.682092618439002,28,1,0.8333333333333334
432997,北屯區,房地(土地+建物),其他,8,14,套房(1房1廳1衛),4,1,0.0,3,14.846699999999998,17.512309132669216,24,0,0.7142857142857143
462797,霧峰區,房地(土地+建物)+車位,住,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,45.226774999999996,13.045369695274537,24,1,0.5
467866,外埔區,房地(土地+建物)+車位,住,9,7,華廈(10層含以下有電梯),4,1,0.0,7,45.250975,10.121328877444078,27,1,0.8571428571428571
468273,沙鹿區,房地(土地+建物)+車位,住,9,7,公寓(5樓含以下無電梯),4,0,0.0,4,32.031725,25.911810868755897,1,1,0.42857142857142855
468334,烏日區,房地(土地+建物)+車位,住,7,12,公寓(5樓含以下無電梯),4,0,125.0,5,34.55155,22.893328953404406,-2,1,0.5833333333333334
472602,外埔區,房地(土地+建物)+車位,住,9,7,公寓(5樓含以下無電梯),4,0,0.0,7,48.11565,10.391629334738282,25,1,0.42857142857142855
473069,大雅區,房地(土地+建物)+車位,住,9,3,透天厝,4,0,0.0,7,41.935575,28.138400391552995,27,1,1.0
476171,烏日區,房地(土地+建物)+車位,商,8,15,公寓(5樓含以下無電梯),4,0,125.0,8,53.7966,18.960306041645755,-1,1,0.26666666666666666
481389,東勢區,房地(土地+建物)+車位,住,9,12,住宅大樓(11層含以上有電梯),4,0,100.0,5,35.964225,16.405191547989705,0,1,0.9166666666666666
490896,后里區,房地(土地+建物)+車位,住,9,12,住宅大樓(11層含以上有電梯),4,0,60.0,7,46.4156,21.889192426684133,0,1,0.4166666666666667
491489,大甲區,房地(土地+建物),商,9,12,住宅大樓(11層含以上有電梯),4,0,0.0,4,19.278325,25.313402486989926,0,0,0.16666666666666666
491877,東勢區,房地(土地+建物),住,8,12,住宅大樓(11層含以上有電梯),4,0,0.0,5,25.2164,16.735140622769308,0,0,0.5
492302,大甲區,房地(土地+建物)+車位,商,9,12,住宅大樓(11層含以上有電梯),4,0,130.0,7,48.596625,23.4378416196598,0,1,0.8333333333333334
495835,后里區,房地(土地+建物)+車位,住,9,9,華廈(10層含以下有電梯),4,0,0.0,5,32.694199999999995,25.080901199601158,0,1,0.6666666666666666
519810,東勢區,房地(土地+建物)+車位,住,9,14,公寓(5樓含以下無電梯),4,0,110.0,7,44.706475,20.354993320318815,0,1,0.42857142857142855
