,鄉鎮市區,交易標的,都市土地使用分區,交易年,總樓層數,建物型態,主要建材,有無管理組織,車位總價元,房間數,建物移轉總面積坪,每坪價格,屋齡,車位,樓層比
165672,鹽埕區,房地(土地+建物)+車位,其他,3,14,住宅大樓(11層含以上有電梯),4,0,0.0,5,41.15815,22.59576778839671,17,1,0.42857142857142855
166435,旗津區,房地(土地+建物),住,3,10,華廈(10層含以下有電梯),4,1,0.0,7,34.173425,10.388189067967287,17,0,0.7
168817,大社區,房地(土地+建物),其他,2,4,透天厝,4,0,0.0,9,58.567025,13.488819006941192,9,0,1.0
168906,梓官區,房地(土地+建物),商,2,4,透天厝,4,0,0.0,3,65.17665,13.317652871081899,1,0,1.0
169367,路竹區,房地(土地+建物)+車位,住,2,5,公寓(5樓含以下無電梯),4,1,0.0,7,33.29315,10.15223852354013,20,0,0.4
169920,大寮區,房地(土地+建物),其他,2,2,透天厝,5,0,0.0,3,23.800700000000003,13.697076136416154,34,0,1.0
171075,鳳山區,房地(土地+建物)+車位,住,2,2,透天厝,4,0,0.0,9,32.54295,19.051745462534896,26,1,1.0
171723,三民區,房地(土地+建物),其他,2,18,住宅大樓(11層含以上有電梯),4,0,0.0,7,24.239324999999997,11.964029526399766,21,0,0.7777777777777778
172875,左營區,房地(土地+建物),其他,2,5,公寓(5樓含以下無電梯),4,0,0.0,7,27.730175,16.227809597306905,26,0,0.4
181956,左營區,房地(土地+建物)+車位,住,2,14,套房(1房1廳1衛),4,1,0.0,3,26.332624999999997,10.253440361528714,16,1,1.0
182912,鳳山區,房地(土地+建物)+車位,其他,2,7,華廈(10層含以下有電梯),4,1,0.0,7,34.6181,11.699082271990664,20,0,0.42857142857142855
183338,小港區,建物,住,2,11,住宅大樓(11層含以上有電梯),4,1,110.0,7,48.412099999999995,14.355915153443046,0,1,0.5454545454545454
187863,大社區,房地(土地+建物)+車位,住,9,3,透天厝,4,0,0.0,7,35.564924999999995,15.127263729643746,33,1,1.0
188472,橋頭區,房地(土地+建物),住,9,10,華廈(10層含以下有電梯),4,1,0.0,7,41.878099999999996,10.745473170941375,27,0,0.5
188848,路竹區,房地(土地+建物),商,9,2,透天厝,5,0,0.0,6,21.62875,13.916661850546149,49,0,1.0
191707,旗山區,房地(土地+建物),住,9,7,華廈(10層含以下有電梯),4,1,0.0,7,32.019625,10.306179413406623,26,0,0.7142857142857143
193068,大樹區,房地(土地+建物)+車位,住,9,16,住宅大樓(11層含以上有電梯),4,1,0.0,6,36.835425,10.044678458304743,26,1,0.375
193350,旗山區,房地(土地+建物),住,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,6,28.183925,10.821771630459562,26,0,0.4166666666666667
196769,大樹區,房地(土地+建物),商,9,2,透天厝,5,0,0.0,5,11.113850000000001,26.093567935503895,64,0,1.0
198848,大寮區,房地(土地+建物)+車位,商,9,10,華廈(10層含以下有電梯),4,1,0.0,7,32.22835,11.015146602292702,27,1,1.0
203386,岡山區,房地(土地+建物)+車位,商,2,12,套房(1房1廳1衛),4,1,0.0,3,9.320025,10.19310570518856,19,1,0.9166666666666666
204003,鼓山區,房地(土地+建物),其他,2,7,華廈(10層含以下有電梯),4,0,0.0,5,23.368125,10.056433710449598,32,0,0.8571428571428571
207332,大寮區,房地(土地+建物)+車位,其他,2,10,住宅大樓(11層含以上有電梯),4,1,0.0,8,42.165474999999994,12.095203481046996,19,1,0.8
208447,旗山區,房地(土地+建物),商,2,3,透天厝,4,0,0.0,7,35.528625,14.073159318718359,33,0,1.0
219601,鳥松區,房地(土地+建物),其他,2,14,住宅大樓(11層含以上有電梯),4,1,0.0,8,43.133475,16.924210256651012,24,0,0.2857142857142857
219718,鳳山區,房地(土地+建物),其他,2,7,華廈(10層含以下有電梯),4,1,0.0,7,37.086499999999994,11.54058754533321,20,0,0.2857142857142857
227358,大社區,房地(土地+建物),商,1,13,住宅大樓(11層含以上有電梯),4,1,0.0,7,31.75645,10.076693081248061,20,0,0.23076923076923078
230255,三民區,房地(土地+建物)+車位,商,1,3,透天厝,5,0,0.0,7,41.902300000000004,23.530927896559376,47,1,1.0
231474,小港區,房地(土地+建物)+車位,住,1,2,透天厝,5,0,0.0,6,23.534499999999998,12.109881238182243,38,1,1.0
232485,楠梓區,房地(土地+建物),其他,1,21,住宅大樓(11層含以上有電梯),4,1,0.0,8,31.366225,10.520870777404676,16,0,0.3333333333333333
235761,楠梓區,房地(土地+建物)+車位,住,1,5,透天厝,4,0,0.0,8,53.823825,14.454565427113366,22,1,1.0
237250,前金區,房地(土地+建物)+車位,其他,1,15,住宅大樓(11層含以上有電梯),4,1,0.0,6,29.16705,19.028321342062362,7,1,0.7333333333333333
237522,三民區,房地(土地+建物),其他,1,5,公寓(5樓含以下無電梯),4,1,0.0,4,8.0102,17.47771591221193,6,0,0.6
243490,梓官區,房地(土地+建物),其他,1,2,透天厝,5,0,0.0,6,13.34025,11.244167088322934,38,0,1.0
245747,路竹區,房地(土地+建物),其他,1,1,透天厝,5,0,0.0,7,22.49995,20.66671259269465,37,0,1.0
246768,苓雅區,房地(土地+建物)+車位,住,1,4,透天厝,4,1,0.0,9,54.383449999999996,24.82372854241502,19,1,1.0
247934,三民區,房地(土地+建物)+車位,住,1,4,透天厝,4,0,0.0,9,59.26579999999999,14.15656246941744,20,1,1.0
248387,岡山區,房地(土地+建物),其他,1,7,套房(1房1廳1衛),4,1,0.0,3,12.5961,12.305396114670414,21,0,0.2857142857142857
248840,三民區,房地(土地+建物)+車位,住,1,5,公寓(5樓含以下無電梯),4,0,0.0,7,23.14125,20.655755415113706,21,1,0.2
252845,新興區,房地(土地+建物),其他,1,14,住宅大樓(11層含以上有電梯),4,1,0.0,3,23.380225000000003,20.530170261406806,1,0,0.21428571428571427
253643,大社區,房地(土地+建物)+車位,住,1,9,公寓(5樓含以下無電梯),4,0,0.0,7,24.523674999999997,12.151522967092005,18,1,0.6666666666666666
264940,仁武區,房地(土地+建物)+車位,商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,7,41.965824999999995,19.53970879876662,6,1,0.6666666666666666
265462,路竹區,房地(土地+建物),住,9,12,住宅大樓(11層含以上有電梯),4,1,0.0,7,43.429925,10.361519159888028,27,0,1.0
265873,岡山區,房地(土地+建物)+車位,商,9,10,華廈(10層含以下有電梯),4,1,190.0,7,49.706799999999994,26.133245350736722,0,1,0.9
266041,仁武區,房地(土地+建物),商,9,15,住宅大樓(11層含以上有電梯),4,1,0.0,4,26.804524999999998,20.51892357726914,4,0,0.2
266987,大寮區,房地(土地+建物)+車位,商,9,13,住宅大樓(11層含以上有電梯),4,1,33.0,7,39.122325000000004,11.50238386905686,27,1,0.9230769230769231
267078,大樹區,房地(土地+建物),住,9,6,華廈(10層含以下有電梯),4,1,0.0,6,24.808025,19.3485777283762,0,0,1.0
267867,湖內區,房地(土地+建物),住,9,10,華廈(10層含以下有電梯),4,1,0.0,8,37.494875,11.60158555002517,28,0,0.5
268457,旗津區,房地(土地+建物),商,9,2,透天厝,5,0,0.0,7,30.222775,11.779196318008522,68,0,1.0
269985,岡山區,房地(土地+建物),商,9,8,華廈(10層含以下有電梯),4,0,0.0,6,27.9752,20.375189453515972,28,0,0.875
270055,旗山區,房地(土地+建物)+車位,住,8,5,華廈(10層含以下有電梯),4,1,0.0,7,39.188875,14.289769736947028,-1,1,0.4
270539,大樹區,房地(土地+建物),住,9,17,住宅大樓(11層含以上有電梯),4,1,0.0,7,29.5845,11.154489682097045,25,0,0.6470588235294118
274132,茄萣區,房地(土地+建物),住,10,17,住宅大樓(11層含以上有電梯),4,1,0.0,4,26.084575,10.734313286683797,27,0,0.29411764705882354
274506,林園區,房地(土地+建物),商,10,5,公寓(5樓含以下無電梯),4,0,0.0,6,18.370825,11.050129757373444,41,0,0.4
275219,湖內區,房地(土地+建物),住,10,5,公寓(5樓含以下無電梯),4,0,0.0,7,24.399649999999998,11.885416389169517,28,0,1.0
275294,大樹區,房地(土地+建物)+車位,住,10,7,華廈(10層含以下有電梯),4,1,70.0,7,32.0045,14.997890921589152,1,1,1.0
276221,甲仙區,房地(土地+建物),住,10,2,透天厝,5,0,0.0,7,29.03395,10.6771555368801,39,0,1.0
291552,鼓山區,房地(土地+建物)+車位,住,1,3,透天厝,4,0,0.0,9,50.411625,21.820363854567276,24,1,1.0
294864,仁武區,房地(土地+建物),其他,1,1,透天厝,5,0,0.0,7,34.848,22.95684113865932,36,0,1.0
323173,鼓山區,房地(土地+建物),商,8,2,透天厝,5,0,0.0,7,17.0368,31.109128474830953,50,0,1.0
323217,左營區,房地(土地+建物),商,8,5,公寓(5樓含以下無電梯),4,0,0.0,7,27.1766,11.40687208848789,34,0,0.6
324512,前金區,房地(土地+建物),住,8,2,透天厝,5,0,0.0,5,28.13855,10.839222347988791,63,0,1.0
324640,阿蓮區,房地(土地+建物),商,8,12,住宅大樓(11層含以上有電梯),4,0,0.0,6,32.322125,10.828495960584275,25,0,0.5
326404,林園區,房地(土地+建物)+車位,住,8,5,華廈(10層含以下有電梯),4,0,0.0,5,30.628125,14.039383736353432,0,1,1.0
328138,橋頭區,房地(土地+建物),商,8,24,公寓(5樓含以下無電梯),4,1,0.0,6,72.479,15.176809834572772,2,0,0.25
328631,小港區,房地(土地+建物)+車位,住,8,8,公寓(5樓含以下無電梯),4,0,0.0,8,60.7541,13.003237641574808,24,1,0.75
348436,楠梓區,房地(土地+建物),其他,8,2,透天厝,5,0,0.0,7,26.8983,11.15312120096809,53,0,1.0
351589,楠梓區,房地(土地+建物),其他,8,4,華廈(10層含以下有電梯),4,0,0.0,6,27.76345,15.48798870457382,7,0,1.0
365038,楠梓區,房地(土地+建物)+車位,商,8,16,套房(1房1廳1衛),4,1,0.0,3,18.322425,14.736040671472255,24,1,0.6875
369558,苓雅區,房地(土地+建物)+車位,其他,7,9,華廈(10層含以下有電梯),4,1,0.0,7,37.64915,16.999055755574826,23,1,0.8888888888888888
373425,鼓山區,房地(土地+建物)+車位,住,7,29,公寓(5樓含以下無電梯),4,1,0.0,8,101.673275,31.473364067401192,15,2,0.1724137931034483
378080,鳥松區,房地(土地+建物)+車位,商,9,15,住宅大樓(11層含以上有電梯),4,1,178.0,7,50.941,19.139789167860858,0,1,0.26666666666666666
383067,湖內區,房地(土地+建物)+車位,住,9,13,住宅大樓(11層含以上有電梯),4,1,0.0,8,40.913125,11.365545897557324,27,1,0.9230769230769231
383116,左營區,房地(土地+建物)+車位,住,9,4,透天厝,4,0,0.0,9,61.9157,16.15099239772788,32,1,1.0
388592,橋頭區,房地(土地+建物)+車位,住,9,4,透天厝,4,1,0.0,8,81.96842500000001,19.275715008553597,8,1,1.0
393562,鳥松區,房地(土地+建物)+車位,其他,9,6,華廈(10層含以下有電梯),4,0,160.0,7,33.12375,23.487678780331333,0,1,0.3333333333333333
400791,美濃區,房地(土地+建物),商,8,7,華廈(10層含以下有電梯),4,0,0.0,7,35.286625,15.01985525677222,0,0,0.2857142857142857
401289,美濃區,房地(土地+建物)+車位,商,8,7,華廈(10層含以下有電梯),4,0,80.0,7,35.286625,17.57039671546939,0,1,0.8571428571428571
403969,大寮區,房地(土地+建物)+車位,住,10,5,公寓(5樓含以下無電梯),4,0,130.0,7,31.735274999999998,23.601497072264223,0,1,0.4
412864,仁武區,房地(土地+建物)+車位,其他,9,5,公寓(5樓含以下無電梯),4,0,120.0,6,30.43755,17.609827334985898,0,1,0.6
